0.68,.7g,0.81,0.94,1.5,2.35,3.54,4.34,5.01,5.26,5.38,5.43,5.44
0.63,0.65,0.62,0.55,0.73,2.07,3.5,4.77,5.51,5.5,5.5,5.49,5.49
0.56,0.55,0.46,0.28,0.1,1.87,3.57,5.14,5.93,5.7,5.62,5.56,5.55
0.55,0.47,0.34,0.2,0.06,1.81,3.58,5.25,5.92,5.8,5.69,5.61,5.59
0.5,0.45,0.31,0.14,0.54,1.86,3.53,5.27,5.61,5.81,5.7,5.62,5.6
0.53,0.5,0.4,0.2,0.1,1.79,3.53,5.23,5.45,5.76,5.66,5.6,5.57
0.61,0.56,0.5,0.4,0.04,1.83,3.5,5.18,5.88,5.62,5.56,5.54,5.51
0.67,0.67,0.7,0.8,1.17,2.05,3.36,4.58,5.23,5.37,5.43,5.46,5.45
0.7,0.7,0.83,1.05,1.56,2.32,3.4,4.2,4.85,5.16,5.53,5.4,5.41
